adult,budget,release_date,runtime,DirectorHistoryGross,ActorHistoryAverage_Gross,production_history_gross,genre_10752,genre_12,genre_14,genre_16,genre_80,genre_18,genre_10769,genre_10770,genre_27,genre_28,genre_10402,genre_35,genre_36,genre_99,genre_37,genre_878,genre_9648,genre_53,genre_10749,genre_10751,label
0,30000000.0,1995,81.0,1.0,25891927192.0,1.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,8
0,65000000.0,1995,104.0,62000000.0,224623664428.0,687116542.3333334,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
0,16000000.0,1995,127.0,1.0,2412262831.0,3642835380.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5
0,60000000.0,1995,170.0,75505856.0,476679998887.0,1989192000.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,7
0,35000000.0,1995,106.0,112382982.0,26324609819.0,1608593966.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4
0,58000000.0,1995,130.0,15340000.0,25198253372.0,114628876.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8
0,62000000.0,1995,106.0,304517050.0,2391145500.0,647817788.5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6
0,44000000.0,1995,192.0,290105157.0,5997492023.0,810571520.5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
0,98000000.0,1995,119.0,255000211.0,229221390608.0,389476997.5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
0,52000000.0,1995,178.0,214555440.0,346862891868.0,1179215230.5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,16500000.0,1995,136.0,1.0,25786253015.0,577963705.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6
0,4000000.0,1995,98.0,228589769.0,76899124714.0,328274302.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,30000000.0,1995,90.0,1.0,121294775991.0,1902340066.3333333,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
0,60000000.0,1995,103.0,1.0,26508861160.0,943037610.0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3
0,30250000.0,1995,105.0,202648696.0,28164902801.0,219760784.5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6
0,50000000.0,1995,132.0,326383504.0,141987821740.0,1200092786.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3
0,3600000.0,1995,112.0,1.0,47833379387.0,89728876.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
0,12000000.0,1995,100.0,1.0,26849241909.0,1586043040.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3
0,29500000.0,1995,129.0,41895491.0,29774168722.0,1630044023.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,7
0,30000000.0,1995,89.0,1.0,176297276105.0,2076274092.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,8
0,11000000.0,1995,122.0,1.0,432105206621.0,330779145.3333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,18000000.0,1995,101.0,1.0,45557798196.0,568267630.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
0,20000000.0,1995,106.0,1.0,22157999821.0,368397047.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3
0,10000000.0,1995,116.0,1.0,2439499800.0,3611224694.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
0,33000000.0,1995,127.0,159773545.0,302565618311.0,419577060.3333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,8
0,55000000.0,1995,81.0,1.0,26497690901.0,1495724887.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
0,6000000.0,1995,106.0,1.0,45684039925.0,0.5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
0,15000000.0,1995,95.0,14021319.0,46909510559.0,209499221.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
0,3500000.0,1995,91.0,1.0,20057855962.0,1108319343.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
0,19000000.0,1996,108.0,25405445.0,2863521418.0,62653802.5,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,3
0,50000000.0,1995,91.0,1.0,3513125493.0,2863699615.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2
0,15000000.0,1996,90.0,1.0,993081896.0,3159614041.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
0,20000000.0,1995,108.0,1.0,22997479085.0,0.16666666666666666,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
0,8000000.0,1995,116.0,1.0,26619043303.0,442090076.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,38000000.0,1996,129.0,52552399.0,1812484809.0,425562156.3333333,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
0,8169363.0,1995,90.0,1.0,1595045557.0,3116033369.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
